 CPU usage           ,CPU temperature     ,GPU1 usage          ,GPU1 temperature    ,GPU2 usage          ,GPU2 temperature    ,RAM usage           
 13.867              ,41.000              ,0.000               ,40.000              ,3.000               ,35.000              ,6971.000            
 13.477              ,47.000              ,27.000              ,40.000              ,15.000              ,35.000              ,6974.000            
 7.617               ,41.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6970.000            
 8.594               ,43.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6968.000            
 13.477              ,44.000              ,19.000              ,40.000              ,13.000              ,35.000              ,6968.000            
 8.594               ,43.000              ,10.000              ,40.000              ,5.000               ,35.000              ,6968.000            
 10.352              ,44.000              ,19.000              ,40.000              ,13.000              ,35.000              ,6966.000            
 9.375               ,42.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6966.000            
 4.297               ,40.000              ,0.000               ,39.000              ,0.000               ,35.000              ,6964.000            
 4.883               ,40.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6964.000            
 10.938              ,40.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6964.000            
 4.688               ,42.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6964.000            
 4.297               ,40.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6964.000            
 5.469               ,41.000              ,0.000               ,40.000              ,4.000               ,35.000              ,6962.000            
 4.688               ,40.000              ,0.000               ,40.000              ,4.000               ,35.000              ,6960.000            
 2.539               ,39.000              ,1.000               ,40.000              ,1.000               ,35.000              ,6960.000            
 4.492               ,40.000              ,1.000               ,40.000              ,1.000               ,35.000              ,6960.000            
 4.102               ,42.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6960.000            
 2.539               ,39.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6962.000            
 5.273               ,40.000              ,0.000               ,40.000              ,3.000               ,35.000              ,6962.000            
 24.219              ,42.000              ,16.000              ,40.000              ,13.000              ,35.000              ,6987.000            
 8.594               ,44.000              ,2.000               ,40.000              ,0.000               ,36.000              ,6975.000            
 27.148              ,43.000              ,5.000               ,40.000              ,0.000               ,35.000              ,6996.000            
 6.250               ,42.000              ,9.000               ,40.000              ,5.000               ,35.000              ,6987.000            
 4.492               ,40.000              ,4.000               ,40.000              ,1.000               ,35.000              ,6984.000            
 15.039              ,43.000              ,20.000              ,40.000              ,13.000              ,35.000              ,6983.000            
 3.125               ,40.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6983.000            
 13.086              ,41.000              ,13.000              ,40.000              ,8.000               ,35.000              ,6990.000            
 8.398               ,41.000              ,1.000               ,40.000              ,1.000               ,35.000              ,6989.000            
 8.008               ,42.000              ,10.000              ,40.000              ,1.000               ,35.000              ,6983.000            
 7.617               ,41.000              ,1.000               ,40.000              ,1.000               ,36.000              ,6979.000            
 8.594               ,41.000              ,4.000               ,40.000              ,3.000               ,35.000              ,6964.000            
 5.664               ,40.000              ,7.000               ,40.000              ,1.000               ,35.000              ,6962.000            
 5.664               ,42.000              ,0.000               ,40.000              ,3.000               ,35.000              ,6961.000            
 5.469               ,40.000              ,8.000               ,40.000              ,8.000               ,35.000              ,6961.000            
 4.492               ,41.000              ,7.000               ,40.000              ,1.000               ,35.000              ,6961.000            
 6.250               ,42.000              ,7.000               ,40.000              ,1.000               ,35.000              ,6961.000            
 4.883               ,40.000              ,0.000               ,40.000              ,0.000               ,36.000              ,6961.000            
 7.422               ,39.000              ,2.000               ,40.000              ,5.000               ,35.000              ,6961.000            
 7.227               ,40.000              ,14.000              ,40.000              ,4.000               ,35.000              ,6961.000            
 9.180               ,45.000              ,0.000               ,40.000              ,3.000               ,36.000              ,6966.000            
 18.750              ,41.000              ,3.000               ,40.000              ,0.000               ,35.000              ,6980.000            
 7.813               ,44.000              ,11.000              ,40.000              ,8.000               ,35.000              ,6978.000            
 4.883               ,41.000              ,0.000               ,40.000              ,4.000               ,35.000              ,6978.000            
 5.469               ,41.000              ,6.000               ,40.000              ,3.000               ,35.000              ,6978.000            
 4.492               ,40.000              ,5.000               ,40.000              ,3.000               ,35.000              ,6978.000            
 6.641               ,42.000              ,1.000               ,40.000              ,6.000               ,35.000              ,6978.000            
 6.641               ,40.000              ,6.000               ,40.000              ,4.000               ,35.000              ,6981.000            
 7.227               ,42.000              ,0.000               ,40.000              ,4.000               ,35.000              ,6980.000            
 8.789               ,39.000              ,2.000               ,40.000              ,0.000               ,35.000              ,6978.000            
 5.078               ,39.000              ,1.000               ,40.000              ,0.000               ,35.000              ,6977.000            
 15.430              ,43.000              ,6.000               ,40.000              ,3.000               ,35.000              ,6979.000            
 14.258              ,42.000              ,25.000              ,40.000              ,7.000               ,36.000              ,6990.000            
 10.156              ,43.000              ,13.000              ,40.000              ,2.000               ,35.000              ,6986.000            
 9.570               ,41.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6986.000            
 6.641               ,42.000              ,0.000               ,40.000              ,0.000               ,36.000              ,6983.000            
 7.813               ,42.000              ,8.000               ,40.000              ,5.000               ,35.000              ,6984.000            
 4.102               ,41.000              ,2.000               ,40.000              ,0.000               ,35.000              ,6983.000            
 9.961               ,42.000              ,18.000              ,40.000              ,13.000              ,35.000              ,6983.000            
 9.570               ,42.000              ,1.000               ,40.000              ,1.000               ,35.000              ,6983.000            
 7.422               ,42.000              ,3.000               ,40.000              ,5.000               ,35.000              ,6988.000            
 17.773              ,42.000              ,1.000               ,40.000              ,4.000               ,35.000              ,7002.000            
 10.742              ,43.000              ,12.000              ,40.000              ,8.000               ,35.000              ,6996.000            
 4.883               ,42.000              ,5.000               ,40.000              ,6.000               ,35.000              ,6994.000            
 4.688               ,40.000              ,6.000               ,40.000              ,3.000               ,35.000              ,6990.000            
 7.422               ,41.000              ,4.000               ,40.000              ,0.000               ,36.000              ,6989.000            
 4.492               ,40.000              ,0.000               ,40.000              ,0.000               ,36.000              ,6989.000            
 12.891              ,49.000              ,9.000               ,40.000              ,3.000               ,35.000              ,7011.000            
 9.766               ,40.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6987.000            
 11.133              ,43.000              ,11.000              ,40.000              ,7.000               ,35.000              ,6992.000            
 7.617               ,42.000              ,0.000               ,40.000              ,4.000               ,36.000              ,6991.000            
 3.125               ,41.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6989.000            
 5.664               ,41.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6989.000            
 4.688               ,41.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6985.000            
 12.305              ,44.000              ,19.000              ,40.000              ,13.000              ,36.000              ,6985.000            
 9.375               ,42.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6985.000            
 4.102               ,41.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6981.000            
 6.055               ,40.000              ,9.000               ,40.000              ,3.000               ,35.000              ,6985.000            
 9.180               ,43.000              ,17.000              ,40.000              ,9.000               ,36.000              ,6966.000            
 6.055               ,39.000              ,1.000               ,40.000              ,1.000               ,35.000              ,6964.000            
 7.227               ,41.000              ,2.000               ,40.000              ,4.000               ,35.000              ,6963.000            
 6.055               ,40.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6963.000            
 4.297               ,40.000              ,7.000               ,40.000              ,4.000               ,35.000              ,6962.000            
 5.664               ,40.000              ,11.000              ,40.000              ,4.000               ,35.000              ,6962.000            
 6.641               ,39.000              ,7.000               ,40.000              ,4.000               ,36.000              ,6962.000            
 6.836               ,41.000              ,13.000              ,40.000              ,6.000               ,35.000              ,6962.000            
 6.250               ,40.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6962.000            
 4.492               ,39.000              ,7.000               ,40.000              ,1.000               ,36.000              ,6962.000            
 5.664               ,40.000              ,1.000               ,40.000              ,4.000               ,35.000              ,6962.000            
 8.203               ,40.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6962.000            
 7.227               ,40.000              ,11.000              ,40.000              ,4.000               ,35.000              ,6962.000            
 4.688               ,40.000              ,7.000               ,40.000              ,7.000               ,35.000              ,6961.000            
 5.469               ,40.000              ,7.000               ,40.000              ,7.000               ,35.000              ,6961.000            
 7.617               ,41.000              ,7.000               ,40.000              ,8.000               ,35.000              ,6961.000            
 8.594               ,40.000              ,14.000              ,40.000              ,4.000               ,35.000              ,6961.000            
 8.203               ,39.000              ,7.000               ,40.000              ,3.000               ,36.000              ,6961.000            
 8.008               ,40.000              ,7.000               ,40.000              ,7.000               ,36.000              ,6960.000            
 6.445               ,41.000              ,7.000               ,40.000              ,4.000               ,36.000              ,6960.000            
 7.227               ,40.000              ,6.000               ,40.000              ,1.000               ,35.000              ,6960.000            
 6.836               ,40.000              ,14.000              ,40.000              ,7.000               ,35.000              ,6960.000            
 6.836               ,40.000              ,1.000               ,40.000              ,1.000               ,36.000              ,6960.000            
 4.297               ,39.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6960.000            
 17.773              ,43.000              ,3.000               ,40.000              ,0.000               ,35.000              ,6971.000            
 9.766               ,42.000              ,11.000              ,40.000              ,6.000               ,36.000              ,6968.000            
 11.523              ,42.000              ,1.000               ,40.000              ,1.000               ,35.000              ,6972.000            
 3.711               ,42.000              ,0.000               ,40.000              ,0.000               ,36.000              ,6968.000            
 10.352              ,43.000              ,18.000              ,40.000              ,5.000               ,35.000              ,6968.000            
 6.641               ,43.000              ,0.000               ,40.000              ,0.000               ,36.000              ,6972.000            
 5.078               ,43.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6976.000            
 8.008               ,45.000              ,5.000               ,40.000              ,3.000               ,35.000              ,6988.000            
 17.383              ,48.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6986.000            
 13.086              ,44.000              ,20.000              ,40.000              ,12.000              ,36.000              ,6985.000            
 8.398               ,42.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6985.000            
 10.547              ,42.000              ,7.000               ,40.000              ,1.000               ,35.000              ,6981.000            
 10.352              ,42.000              ,19.000              ,40.000              ,14.000              ,35.000              ,6981.000            
 7.617               ,45.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6981.000            
 3.320               ,43.000              ,0.000               ,40.000              ,1.000               ,36.000              ,6979.000            
 5.859               ,43.000              ,19.000              ,40.000              ,6.000               ,35.000              ,6980.000            
 6.445               ,45.000              ,2.000               ,40.000              ,1.000               ,35.000              ,6992.000            
 13.086              ,46.000              ,6.000               ,40.000              ,1.000               ,35.000              ,6955.000            
 7.227               ,43.000              ,2.000               ,40.000              ,6.000               ,35.000              ,6953.000            
 5.078               ,40.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6953.000            
 6.250               ,40.000              ,1.000               ,40.000              ,0.000               ,35.000              ,6950.000            
 4.883               ,41.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6949.000            
 4.297               ,39.000              ,0.000               ,40.000              ,0.000               ,35.000              ,6948.000            
 4.492               ,40.000              ,0.000               ,40.000              ,1.000               ,36.000              ,6949.000            
 4.102               ,39.000              ,0.000               ,40.000              ,1.000               ,35.000              ,6948.000            
 3.906               ,40.000              ,9.000               ,40.000              ,1.000               ,35.000              ,6947.000            
 7.031               ,40.000              ,2.000               ,40.000              ,4.000               ,35.000              ,6947.000            
 5.273               ,39.000              ,0.000               ,40.000              ,1.000               ,36.000              ,6947.000            
 4.297               ,40.000              ,6.000               ,40.000              ,4.000               ,35.000              ,6946.000            
 6.250               ,39.000              ,5.000               ,40.000              ,5.000               ,35.000              ,6949.000            
 4.688               ,39.000              ,9.000               ,40.000              ,1.000               ,35.000              ,6949.000            
 7.813               ,43.000              ,2.000               ,40.000              ,0.000               ,35.000              ,6949.000            
